title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_score,imdb_votes
Devilman Crybaby,SHOW,2018,TV-MA,25,"scifi, animation, action, drama, fantasy, horror",JP,1,7,18575
Oats Studios,SHOW,2017,TV-MA,6,"scifi, horror",US,1,6,870
Two Sentence Horror Stories,SHOW,2017,TV-14,22,"drama, horror, thriller",US,4,5,1841
I Am Not Your Negro,MOVIE,2017,R,93,"documentation, history, european","BE, FR, US",1,7,21632
Black Spot,SHOW,2017,TV-MA,55,"drama, thriller, crime, horror, european","BE, FR",2,7,10705
Rust Valley Restorers,SHOW,2018,TV-14,45,documentation,CA,4,7,2732
Everything Sucks!,SHOW,2018,TV-14,24,"drama, comedy",US,1,7,18023
Bad Blood,SHOW,2017,TV-14,46,"drama, crime",CA,2,7,9593
Five Came Back,SHOW,2017,TV-MA,65,"war, documentation, history",US,1,8,4600
Queer Eye,SHOW,2018,TV-14,47,reality,US,6,8,18147
James Acaster: Repertoire,SHOW,2018,TV-14,52,comedy,GB,1,8,3545
The Keepers,SHOW,2017,TV-MA,56,"crime, action, drama, documentation",US,1,7,14
Beirut,MOVIE,2018,R,109,"thriller, action, crime, drama",US,1,6,21843
Pine Gap,SHOW,2018,TV-MA,56,"drama, thriller",AU,1,7,4772
Nightflyers,SHOW,2018,TV-MA,44,"scifi, thriller, drama, horror",US,1,5,13103
Black Lightning,SHOW,2018,TV-14,42,"scifi, action, drama",US,4,6,24646
Malevolent,MOVIE,2018,Uk,89,"horror, thriller",GB,1,4,13290
Troy: Fall of a City,SHOW,2018,TV-MA,58,"war, fantasy, romance, action",GB,1,3,13677
The Dragon Prince,SHOW,2018,TV-Y7,27,"scifi, animation, action, drama, family, fantasy, thriller",US,3,8,21635
VeggieTales in the City,SHOW,2017,TV-Y,23,"comedy, family, music, animation",US,3,5,110
Requiem,SHOW,2018,TV-MA,58,"drama, animation, fantasy, thriller",GB,1,6,6421
Wormwood,SHOW,2017,TV-14,43,"crime, drama, documentation, fantasy",US,1,7,4181
Perfume,SHOW,2018,TV-MA,29,"crime, thriller, drama, documentation, comedy, romance",DE,1,7,8536
Explained,SHOW,2018,TV-MA,21,documentation,US,3,8,8831
Cells at Work!,SHOW,2018,TV-14,23,"action, fantasy, animation, comedy",JP,2,7,2206
She-Ra and the Princesses of Power,SHOW,2018,TV-Y7,24,"scifi, action, family, animation, fantasy, comedy, drama",US,5,7,14935
Stranger,SHOW,2017,TV-MA,64,"drama, thriller, crime, romance, scifi, comedy",KR,2,8,7645
The Rain,SHOW,2018,TV-MA,43,"drama, scifi, thriller",DK,3,7,616
The Innocent Man,SHOW,2018,TV-MA,47,"documentation, crime",US,1,7,5883
Berlin Syndrome,MOVIE,2017,R,116,"thriller, horror, drama",AU,1,6,24733
Rascal Does Not Dream of Bunny Girl Senpai,SHOW,2018,TV-14,25,"animation, comedy, thriller, fantasy, romance, drama",JP,1,8,10400
Private Life,MOVIE,2018,R,123,"drama, comedy",US,1,7,19023
Beyond Skyline,MOVIE,2017,R,105,"scifi, thriller, horror, action","SG, US, GB, ID, CA, CN",1,5,21540
A Futile and Stupid Gesture,MOVIE,2018,Uk,101,comedy,US,1,6,15750
Mirai,MOVIE,2018,PG,98,"fantasy, animation, drama, family",JP,1,7,14983
Dirty Money,SHOW,2018,TV-14,63,"crime, documentation",US,2,8,9099
Tidelands,SHOW,2018,TV-MA,42,"scifi, fantasy, crime, drama",AU,1,6,7727
Hilda,SHOW,2018,TV-Y7,25,"scifi, family, fantasy, animation, comedy, drama",GB,2,8,10162
Friends from College,SHOW,2017,TV-MA,30,"comedy, drama",US,2,6,20242
King of Thieves,MOVIE,2018,R,108,"drama, crime, history",GB,1,5,14081
My Little Pony: Equestria Girls,SHOW,2017,TV-Y,24,"animation, comedy, family, fantasy",US,1,6,642
Better Than Us,SHOW,2018,TV-MA,52,"scifi, drama",RU,2,7,8711
Cable Girls,SHOW,2017,TV-MA,50,"drama, european",ES,5,7,13855
Sick Note,SHOW,2017,TV-MA,24,"comedy, crime",GB,2,6,7173
RBG,MOVIE,2018,PG,98,documentation,US,1,7,14037
MEGALOBOX,SHOW,2018,TV-MA,24,"action, animation, drama, scifi, sport",JP,2,7,3144
The Kindergarten Teacher,MOVIE,2018,R,96,"drama, thriller, european",US,1,6,15683
Wheelman,MOVIE,2017,R,82,"thriller, crime, action",US,1,6,19951
An Evening with Beverly Luff Linn,MOVIE,2018,R,108,"crime, comedy","GB, US",1,5,5457
Transformers: Cyberverse,SHOW,2018,TV-Y7,11,"action, animation, scifi",US,3,6,350
The Delivery Boy,MOVIE,2018,Uk,66,"thriller, drama",NG,1,6,74
Wanderlust,SHOW,2018,TV-MA,57,drama,,1,7,5225
Jack Whitehall: Travels with My Father,SHOW,2017,TV-MA,46,"reality, comedy, documentation, european",GB,5,7,5388
Little Italy,MOVIE,2018,R,102,"romance, comedy","US, CA",1,5,14492
Teasing Master Takagi-san,SHOW,2018,TV-PG,24,"comedy, animation, romance",JP,3,7,2030
The Boss Baby: Back in Business,SHOW,2018,TV-G,23,"action, comedy, animation, family, fantasy",US,4,6,3595
My Next Guest Needs No Introduction With David Letterman,SHOW,2018,TV-MA,55,,US,4,7,5194
Skins,MOVIE,2017,Uk,78,"comedy, drama, fantasy, european",ES,1,6,5686
Hannah Gadsby: Nanette,MOVIE,2018,Uk,69,"comedy, documentation",AU,1,8,12035
Banana Split,MOVIE,2018,R,88,comedy,US,1,6,3190
Scissor Seven,SHOW,2018,TV-PG,15,"action, animation, comedy, drama, fantasy, romance",CN,3,8,297
Damnation,SHOW,2017,TV-MA,43,"western, drama, crime",US,1,7,8111
Creep 2,MOVIE,2017,R,80,"horror, thriller, crime, drama",US,1,6,24468
Shirkers,MOVIE,2018,Uk,96,documentation,"GB, US, SG",1,7,5020
The After Party,MOVIE,2018,Uk,89,"comedy, horror, music",US,1,5,4348
Red Joan,MOVIE,2018,R,101,"thriller, drama, history, romance",GB,1,6,12124
The Magic School Bus Rides Again,SHOW,2017,TV-Y,25,"animation, family, fantasy",US,3,6,812
Hell Fest,MOVIE,2018,R,89,"horror, thriller",US,1,5,16610
Small Town Crime,MOVIE,2018,R,91,"thriller, crime",US,1,6,11167
Cathedral of the Sea,SHOW,2018,TV-MA,57,"drama, history",ES,1,7,4292
Haunted,SHOW,2018,TV-MA,25,"documentation, horror, reality",US,3,4,3150
Happy as Lazzaro,MOVIE,2018,PG-13,125,"fantasy, drama, european","IT, CH, FR",1,7,17716
A-X-L,MOVIE,2018,PG-13,98,"scifi, family, thriller, action, drama",US,1,5,11785
The Other Side of the Wind,MOVIE,2018,R,122,"drama, european","US, FR, IR",1,6,7104
Dave Chappelle,SHOW,2017,Uk,60,"comedy, documentation",US,1,8,2753
Ravenous,MOVIE,2017,Uk,104,"horror, animation, documentation, scifi, thriller, action, drama",CA,1,5,9154
Salt Fat Acid Heat,SHOW,2018,Uk,40,documentation,US,1,7,2419
Great News,SHOW,2017,TV-PG,21,comedy,US,2,7,6810
Dark Tourist,SHOW,2018,TV-MA,41,"action, documentation",NZ,1,7,7158
Abstract: The Art of Design,SHOW,2017,TV-14,45,documentation,US,2,8,5306
Bakugan: Battle Planet,SHOW,2018,TV-Y7,20,"scifi, animation, action, comedy, family, fantasy",JP,4,5,220
May the Devil Take You,MOVIE,2018,R,110,"thriller, horror",ID,1,5,4209
Kakegurui,SHOW,2017,TV-14,24,"action, animation, drama, thriller",JP,2,7,8547
Numberblocks,SHOW,2017,TV-Y,5,animation,GB,5,8,198
Dogs,SHOW,2018,TV-PG,50,documentation,US,2,8,1269
The Forest,SHOW,2017,TV-MA,52,"crime, thriller, drama, european",FR,1,7,10137
Buster's Mal Heart,MOVIE,2017,Uk,96,"thriller, drama, crime",US,1,6,10490
Zoids Wild,SHOW,2018,TV-Y7,21,"scifi, action, comedy, animation",JP,1,6,25
Mr. Sunshine,SHOW,2018,TV-MA,76,"drama, action, history, romance, war",KR,1,8,6855
The Incredible Jessica James,MOVIE,2017,Uk,83,comedy,US,1,6,7496
Handsome Devil,MOVIE,2017,Uk,95,"drama, comedy, sport, european",IE,1,7,13708
Hotel Transylvania: The Series,SHOW,2017,TV-Y7,16,"comedy, family, fantasy, horror, animation",US,2,5,694
Sand Castle,MOVIE,2017,Uk,113,"drama, action, war","IQ, GB",1,6,22854
My Mister,SHOW,2018,TV-14,79,"drama, family",KR,1,9,5481
Magic for Humans,SHOW,2018,TV-14,24,"comedy, reality",US,3,7,3316
Bill Nye Saves the World,SHOW,2017,TV-14,30,comedy,US,3,3,7233
1983,SHOW,2018,TV-MA,57,"drama, crime, thriller",PL,1,6,4173
Errementari: The Blacksmith and the Devil,MOVIE,2018,Uk,98,"drama, fantasy, horror, thriller, european","ES, FR",1,6,11561
Holy Camp!,MOVIE,2017,Uk,109,"comedy, european",ES,1,6,3986
Piercing,MOVIE,2018,R,82,"thriller, horror","FR, US",1,5,7534
Unit 42,SHOW,2017,Uk,48,"crime, thriller, drama, european",BE,2,7,2311
Innocent,SHOW,2017,TV-14,51,"drama, crime",TR,1,8,17727
Black Earth Rising,SHOW,2018,TV-MA,59,"crime, thriller",GB,1,7,4790
No Escape Room,MOVIE,2018,Uk,85,"thriller, horror",US,1,5,4277
I Am a Killer,SHOW,2018,TV-MA,46,"crime, documentation",GB,2,7,3937
Goon: Last of the Enforcers,MOVIE,2017,R,101,"comedy, sport",CA,1,5,13476
Nailed It!,SHOW,2018,TV-PG,33,"reality, comedy",US,6,7,4682
Aggretsuko,SHOW,2018,TV-14,16,"animation, music, romance, comedy, drama",JP,4,8,6005
Immortals,SHOW,2018,TV-MA,28,"scifi, action, drama, fantasy, thriller, music",TR,1,5,3087
Ricky Gervais: Humanity,MOVIE,2018,R,79,comedy,GB,1,7,18523
Trolls Holiday,MOVIE,2017,PG,26,"fantasy, comedy, family, romance, animation",,1,6,2725
On My Block,SHOW,2018,TV-14,29,"comedy, drama",US,4,7,15642
Sunderland 'Til I Die,SHOW,2018,TV-MA,41,"documentation, sport",GB,2,8,7943
Gypsy,SHOW,2017,TV-MA,59,"drama, thriller",US,1,6,16133
Siberia,MOVIE,2018,R,105,"thriller, european, crime, romance","DE, CA, US",1,4,15038
Alexa & Katie,SHOW,2018,TV-Y7,25,"comedy, drama",US,4,7,4687
Woodshock,MOVIE,2017,R,100,"thriller, horror, drama, fantasy",US,1,4,1933
Illang: The Wolf Brigade,MOVIE,2018,R,140,"thriller, drama, action, scifi",KR,1,5,5073
Security,MOVIE,2017,R,87,"crime, thriller, action, european",US,1,5,18618
Newness,MOVIE,2017,Uk,112,"drama, romance",US,1,6,16459
Bitter Daisies,SHOW,2018,Uk,71,"drama, thriller",ES,2,7,3274
The Breaker Upperers,MOVIE,2018,Uk,82,comedy,NZ,1,5,6008
Joan Didion: The Center Will Not Hold,MOVIE,2017,Uk,92,documentation,US,1,7,2596
Clive Davis: The Soundtrack of Our Lives,MOVIE,2017,PG-13,123,"music, documentation",US,1,7,950
Life Sentence,SHOW,2018,TV-14,42,"drama, comedy",US,1,6,3855
Cry Babies Magic Tears,SHOW,2018,TV-Y,12,"animation, family",FR,2,4,36
She's Gotta Have It,SHOW,2017,TV-MA,32,comedy,US,2,6,4624
The Toys That Made Us,SHOW,2017,TV-14,45,"documentation, comedy, history",US,3,8,5545
The Standups,SHOW,2017,TV-MA,30,comedy,US,3,6,1225
Baby,SHOW,2018,TV-MA,45,drama,IT,3,6,10990
Unsolved: The Murders of Tupac and The Notorious B.I.G.,SHOW,2018,TV-MA,45,crime,US,1,7,7651
Disjointed,SHOW,2017,TV-MA,27,comedy,US,2,6,9980
We the Animals,MOVIE,2018,R,94,drama,US,1,6,4181
Spirit: Riding Free,SHOW,2017,TV-Y7,23,"action, animation, comedy, drama, family, western, documentation",US,11,6,993
Welcome Home,MOVIE,2018,R,97,"thriller, horror, drama",US,1,5,7387
Unicorn Store,MOVIE,2017,Uk,92,"fantasy, comedy, drama",US,1,5,19140
Brain on Fire,MOVIE,2017,PG-13,95,"drama, european","IE, CA",1,6,21164
White Gold,SHOW,2017,TV-MA,29,"comedy, european",GB,2,7,10981
Voice,SHOW,2017,TV-14,63,"crime, thriller, action",KR,4,7,1949
The Good Cop,SHOW,2018,TV-PG,49,"comedy, drama, crime, documentation",US,1,6,5620
If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,MOVIE,2018,Uk,94,"documentation, music",US,1,7,1285
Bathtubs Over Broadway,MOVIE,2018,PG-13,87,"comedy, music, documentation",US,1,7,1065
Record of Grancrest War,SHOW,2018,TV-14,24,"scifi, action, fantasy, war, animation",JP,1,7,893
Hitler's Circle of Evil,SHOW,2018,TV-14,52,"documentation, war, history",GB,1,8,4241
Rotten,SHOW,2018,TV-MA,56,documentation,US,2,7,3675
Duck Butter,MOVIE,2018,Uk,94,"drama, comedy, romance",US,1,5,3909
Because This Is My First Life,SHOW,2017,TV-14,56,"comedy, drama, romance",KR,1,8,4168
The Long Dumb Road,MOVIE,2018,R,90,comedy,US,1,6,3172
Abby Hatcher,SHOW,2018,TV-Y,20,"fantasy, animation, comedy, family",US,3,6,163
Unauthorized Living,SHOW,2018,TV-MA,76,drama,ES,2,7,4555
LEGO Friends: Girls on a Mission,SHOW,2018,TV-Y,11,animation,"DK, US",4,7,106
Tabula Rasa,SHOW,2017,TV-MA,52,"drama, horror, thriller, european",BE,1,8,10161
Murder Mountain,SHOW,2018,TV-MA,49,"crime, documentation",US,1,6,3045
Nicky Jam: El Ganador,SHOW,2018,Uk,44,"drama, music",PR,1,7,1129
SKY Castle,SHOW,2018,TV-MA,68,drama,KR,1,8,2835
Sisters,SHOW,2017,TV-14,36,"drama, comedy",AU,1,7,1729
Suburra: Blood on Rome,SHOW,2017,TV-MA,48,"crime, action, european",IT,3,7,14346
Bill Nye: Science Guy,MOVIE,2017,Uk,95,documentation,US,1,6,1208
Mr. Roosevelt,MOVIE,2017,Uk,90,comedy,US,1,6,3320
John Mulaney: Kid Gorgeous at Radio City,MOVIE,2018,R,65,comedy,US,1,7,7696
Win It All,MOVIE,2017,Uk,88,comedy,US,1,6,9108
Norm Macdonald Has a Show,SHOW,2018,Uk,35,comedy,US,1,8,3473
Just Between Lovers,SHOW,2017,TV-14,73,"drama, romance",KR,1,8,1872
The Epic Tales of Captain Underpants,SHOW,2018,TV-Y7,24,"animation, comedy, family, action",US,4,6,879
Ugly Delicious,SHOW,2018,TV-MA,51,documentation,US,2,7,3505
The House of Flowers,SHOW,2018,TV-MA,31,"drama, comedy",MX,3,7,7722
In Darkness,MOVIE,2018,Uk,110,thriller,"GB, US",1,5,13098
Shimmer Lake,MOVIE,2017,Uk,83,"thriller, crime, drama","CA, US",1,6,14098
Somewhere Between,SHOW,2017,TV-14,42,"crime, drama, scifi, thriller",US,1,6,5746
Hot Date,SHOW,2017,TV-MA,19,comedy,US,2,7,616
The Debt Collector,MOVIE,2018,Uk,96,"action, comedy","GB, US",1,5,7344
Orbiter 9,MOVIE,2017,Uk,95,"scifi, drama, romance, european",ES,1,5,7586
Day of the Dead: Bloodline,MOVIE,2017,R,90,"horror, drama, scifi, thriller, action, european","BG, US",1,3,11841
Lovesong,MOVIE,2017,Uk,85,"romance, drama",US,1,6,4908
Lawless Lawyer,SHOW,2018,TV-14,64,"action, crime, drama, thriller",KR,1,7,1572
Reversing Roe,MOVIE,2018,Uk,99,documentation,US,1,7,1281
First They Killed My Father,MOVIE,2017,R,136,"drama, history, war","KH, US",1,7,17871
Welcome to the Family,SHOW,2018,TV-MA,48,comedy,ES,2,6,442
Llama Llama,SHOW,2018,TV-Y,15,"animation, family",US,2,6,270
Borderliner,SHOW,2017,TV-MA,49,"drama, thriller, crime, history, war, documentation",NO,1,6,3999
Girlfriend's Day,MOVIE,2017,Uk,70,"drama, comedy",US,1,5,4197
Animal Crackers,MOVIE,2017,PG,105,"comedy, animation, family, fantasy","CN, US, ES",1,5,3352
A Korean Odyssey,SHOW,2017,TV-MA,75,"comedy, romance, fantasy, horror",KR,1,8,4535
Dude,MOVIE,2018,Uk,90,"comedy, drama",US,1,5,6873
My Happy Family,MOVIE,2017,Uk,119,drama,"FR, GE, DE",1,7,3826
Unrest,MOVIE,2017,Uk,97,"documentation, drama, history, romance, european","GB, US, DK",1,7,2904
iBoy,MOVIE,2017,Uk,90,"scifi, action, crime, thriller",GB,1,6,22594
Ibiza,MOVIE,2018,Uk,94,"comedy, romance",US,1,5,17194
The Resurrection of Gavin Stone,MOVIE,2017,PG,91,"drama, family, romance, comedy",US,1,6,2233
Power Rangers Ninja Steel,SHOW,2017,TV-Y7,24,"action, scifi, thriller, drama",US,2,6,862
Strong Island,MOVIE,2017,Uk,107,"documentation, crime",US,1,6,3849
Bad Genius,MOVIE,2017,PG-13,130,"thriller, comedy, crime, drama",TH,1,7,20430
Cloudy with a Chance of Meatballs,SHOW,2017,TV-Y7,11,"action, fantasy, scifi, animation, comedy, family",CA,2,3,750
Man Like Mobeen,SHOW,2017,TV-MA,22,comedy,GB,3,8,2664
Godzilla: The Planet Eater,MOVIE,2018,PG,90,"animation, action, scifi, horror",JP,1,5,4158
Blame!,MOVIE,2017,PG-13,106,"scifi, thriller, animation, action, drama",JP,1,6,7968
Granblue Fantasy: The Animation,SHOW,2017,TV-14,23,"scifi, animation, fantasy",JP,2,6,391
Bullet Head,MOVIE,2017,R,93,"thriller, crime, drama, european","BG, US",1,5,9954
Meteor Garden,SHOW,2018,TV-14,45,"comedy, family, drama, romance",CN,1,7,3921
Wolf,SHOW,2018,TV-MA,80,"war, drama, action, thriller",TR,1,8,7426
Fallet,SHOW,2017,TV-MA,28,"drama, comedy, crime, european",SE,1,6,1873
The Photographer of Mauthausen,MOVIE,2018,R,111,"thriller, drama, war, history, european",ES,1,6,10466
The Hollow,SHOW,2018,TV-Y7,24,"comedy, scifi, animation, drama, family",CA,2,7,4198
The Mire,SHOW,2018,TV-MA,51,"crime, drama, thriller",PL,2,7,4312
The Most Hated Woman in America,MOVIE,2017,Uk,91,"drama, history",US,1,6,6540
GHOUL,SHOW,2018,TV-MA,46,"scifi, drama, fantasy, horror",IN,2,8,6
Transformers: Rescue Bots Academy,SHOW,2018,TV-Y,12,"scifi, animation, action, comedy, family",,2,6,100
River's Edge,MOVIE,2018,Uk,118,"drama, crime",JP,1,6,942
Hero Mask,SHOW,2018,TV-14,24,"scifi, animation, action, crime",JP,2,6,657
The Fix,SHOW,2018,TV-MA,29,comedy,US,1,7,1895
Godzilla: Planet of the Monsters,MOVIE,2017,PG-13,89,"scifi, animation, action",JP,1,6,8451
The Beauty Inside,SHOW,2018,TV-14,68,"drama, fantasy, romance",KR,1,7,1889
Fate/Apocrypha,SHOW,2017,TV-14,24,"action, scifi, animation, drama, fantasy",JP,1,6,2259
Girl,MOVIE,2018,R,105,"drama, european","NL, BE",1,7,14046
Acts of Vengeance,MOVIE,2017,R,87,"thriller, action, drama, crime, european","BG, US",1,5,11971
The Casketeers,SHOW,2018,TV-14,22,"reality, documentation",NZ,5,7,450
The Guest,SHOW,2018,TV-MA,66,"crime, thriller, drama, horror, comedy",KR,1,8,1537
Bleach,MOVIE,2018,PG-13,108,"fantasy, action",JP,1,6,11406
Rainbow Rangers,SHOW,2018,TV-Y,22,"family, fantasy, animation",US,2,5,187
Our Souls at Night,MOVIE,2017,Uk,101,"drama, romance",US,1,6,13360
Psychokinesis,MOVIE,2018,Uk,101,"fantasy, action, comedy",KR,1,5,5519
"Oh, Hello on Broadway",MOVIE,2017,Uk,102,comedy,US,1,7,3106
Mob Psycho 100,SHOW,2018,Uk,24,"action, scifi, thriller",JP,1,5,509
Birth of the Dragon,MOVIE,2017,PG-13,120,"drama, action","CN, US, CA",1,5,8112
Little Evil,MOVIE,2017,Uk,94,"comedy, fantasy, horror",US,1,5,21009
Gaga: Five Foot Two,MOVIE,2017,Uk,100,"music, documentation",US,1,7,12825
Memories of the Alhambra,SHOW,2018,TV-MA,68,"action, scifi, thriller, drama, romance",KR,1,7,5363
Barbie: Dreamhouse Adventures,SHOW,2018,TV-Y,22,"comedy, family, animation",US,5,6,525
Fullmetal Alchemist,MOVIE,2017,PG-13,135,"fantasy, scifi, action",JP,1,5,19493
Ad Vitam,SHOW,2018,TV-MA,52,"scifi, crime, drama",FR,1,6,1625
The Angel,MOVIE,2018,Uk,114,"thriller, action, drama","IL, MA, US, BG, GB",1,6,14013
Patriot Act with Hasan Minhaj,SHOW,2018,TV-MA,25,comedy,US,6,8,7222
Benji,MOVIE,2018,PG,87,"crime, drama, family","US, AE",1,6,4544
Signs,SHOW,2018,TV-MA,46,"thriller, crime, european",PL,2,6,1608
White Fang,MOVIE,2018,PG,87,"animation, drama, western, european","FR, LU, US",1,6,3634
B: The Beginning,SHOW,2018,TV-MA,25,"scifi, action, drama, thriller, horror, animation, fantasy, crime",JP,2,7,4803
Sugar Rush,SHOW,2018,TV-PG,51,reality,US,3,7,1508
The Resistance Banker,MOVIE,2018,R,124,"drama, war, european",NL,1,6,9273
El Chapo,SHOW,2017,TV-MA,44,"drama, action, history, crime",US,3,7,17992
The Worst Witch,SHOW,2017,TV-Y7,27,"scifi, fantasy, family, european",GB,4,7,2375
The Confession Tapes,SHOW,2017,TV-MA,43,"documentation, crime",US,2,7,5340
Thieves of the Wood,SHOW,2018,TV-MA,47,"drama, history, action, thriller, comedy, documentation",BE,1,6,2533
The Land of Steady Habits,MOVIE,2018,Uk,98,"drama, comedy",US,1,6,7566
Girl from Nowhere,SHOW,2018,TV-MA,44,"drama, fantasy, horror, thriller, crime",TH,2,7,3979
Afflicted,SHOW,2018,TV-MA,42,"reality, documentation",BR,1,5,1119
Dope,SHOW,2017,TV-MA,48,"war, crime, documentation, thriller, comedy, drama",US,3,7,1643
Paradise PD,SHOW,2018,TV-MA,27,"comedy, crime, animation, action",US,3,6,17779
Thus Spoke Kishibe Rohan,SHOW,2017,TV-MA,24,"action, scifi, thriller, animation, drama, fantasy",JP,1,7,1131
Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,MOVIE,2018,Uk,74,"comedy, music, documentation",US,1,7,2556
Welcome to Waikiki,SHOW,2018,TV-MA,64,"drama, comedy, reality",KR,3,8,2038
The Inmate,SHOW,2018,TV-MA,53,"crime, thriller, drama",MX,1,6,2641
The Innocents,SHOW,2018,TV-MA,46,"drama, scifi, horror, romance, thriller",GB,2,6,5784
Clinical,MOVIE,2017,Uk,104,"thriller, horror",US,1,5,7904
Charité,SHOW,2017,TV-MA,49,"drama, history, european",DE,3,7,3274
The Battleship Island,MOVIE,2017,PG-13,132,"action, drama, history",KR,1,7,7005
Instant Hotel,SHOW,2018,TV-MA,49,reality,AU,2,7,1482
Myths & Monsters,SHOW,2017,TV-PG,43,"documentation, fantasy, european",GB,1,7,811
Erased,SHOW,2017,TV-14,28,"drama, scifi, thriller, fantasy",JP,1,7,3596
The Hook Up Plan,SHOW,2018,TV-14,28,"comedy, romance",FR,3,7,5212
Kiss Me First,SHOW,2018,TV-MA,47,"scifi, thriller, drama",GB,1,6,3874
Lu Over the Wall,MOVIE,2017,PG,107,"fantasy, animation, family, music, comedy",JP,1,6,2189
November 13: Attack on Paris,SHOW,2018,TV-MA,54,documentation,FR,1,8,3105
Life,SHOW,2018,Uk,64,"drama, thriller",KR,1,7,688
Hampstead,MOVIE,2017,PG-13,102,"comedy, romance, drama",GB,1,6,6254
Reprisal,MOVIE,2018,R,89,"action, thriller, crime, drama","GB, US",1,4,7248
Like Father,MOVIE,2018,R,103,"comedy, drama",US,1,6,21202
MILF,MOVIE,2018,Uk,96,"comedy, european",FR,1,4,6047
The Bride of Habaek,SHOW,2017,TV-14,67,"drama, romance, comedy, fantasy",KR,1,7,2501
Catfight,MOVIE,2017,Uk,96,"comedy, drama, action",US,1,5,6251
The New Legends of Monkey,SHOW,2018,TV-PG,25,"scifi, action, comedy, fantasy",NZ,2,6,4308
Medal of Honor,SHOW,2018,TV-MA,55,"documentation, war",US,1,8,1687
"My Teacher, My Obsession",MOVIE,2018,Uk,105,"thriller, drama",US,1,4,2289
Take Me,MOVIE,2017,Uk,83,"comedy, crime, thriller",US,1,6,5566
MFKZ,MOVIE,2018,R,95,"crime, scifi, thriller, animation, action, comedy, european","JP, FR",1,6,4263
True and the Rainbow Kingdom,SHOW,2017,TV-Y,21,"comedy, family, fantasy, animation",CA,4,7,439
Steel Rain,MOVIE,2017,Uk,139,"thriller, action, drama",KR,1,7,5434
Something in the Rain,SHOW,2018,TV-MA,70,"drama, romance",KR,1,8,5654
Sad Hill Unearthed,MOVIE,2017,Uk,86,"documentation, european",ES,1,7,1593
The Velvet Collection,SHOW,2017,TV-14,57,"drama, comedy, romance, european",ES,3,7,1376
Nothing to Hide,MOVIE,2018,Uk,93,"drama, comedy, european","BE, FR, IT",1,6,14876
The Indian Detective,SHOW,2017,Uk,43,"comedy, drama, crime",CA,1,6,3078
Bonus Family,SHOW,2017,Uk,44,"drama, reality, family, comedy, documentation, music, european",SE,4,2,15
Serial Killer with Piers Morgan,SHOW,2017,TV-14,47,"crime, documentation",GB,2,3,1394
Patrick,MOVIE,2018,PG,94,"comedy, drama, family, romance",GB,1,6,150
My Shy Boss,SHOW,2017,TV-MA,71,"comedy, drama, romance",KR,1,7,1537
Gormiti,SHOW,2018,TV-Y,11,"comedy, action, animation, fantasy, thriller","ES, IT",4,5,111
Casting JonBenet,MOVIE,2017,Uk,81,"crime, documentation, drama","US, AU",1,6,5384
Selection Day,SHOW,2018,TV-14,25,"drama, comedy, sport",IN,1,7,2176
The World Is Yours,MOVIE,2018,R,94,"crime, comedy, european",FR,1,6,4246
Long Shot,MOVIE,2017,Uk,40,"documentation, crime, sport",US,1,7,7734
Outside In,MOVIE,2018,Uk,109,drama,US,1,6,4611
The Queen of Flow,SHOW,2018,TV-MA,45,"drama, family, music",CO,2,7,1202
